"tree","ucld.rate","arc.rate","arc.omega"
170,0.000756473710258833,0.000536345934311071,5.19569873468458
171,0.000539834951376608,0.00038525784105733,5.78348479820433
172,0.000565850573552284,0.000419075023302132,5.9698293846583
173,0.000597574947441659,0.00051280683144931,5.48790238414594
174,0.000700180306648708,0.000474468179019774,5.40295550838008
175,0.000536067644557118,0.000470550504393319,4.39876767107759
176,0.000640521919701316,0.000475737348124211,5.41229978596006
177,0.000542239596276072,0.000411980520737718,4.94394127555124
178,0.000773910815065611,0.000509465293747843,7.37433578608379
179,0.000593706143876219,0.000463579613811828,5.31324419833636
180,0.000610441469244402,0.000443798952631186,6.18681591943642
181,0.000545861113182483,0.00039459631690678,7.15809080224752
182,0.000880418545855686,0.000522197881444364,7.31639685537381
183,0.000707413150685798,0.000398965847906623,7.00980226130364
184,0.000695123128351395,0.000502968636209481,6.06469179105346
185,0.000572717940262808,0.00037946912345955,7.52633567868189
186,0.000658030896050795,0.000399730032687928,7.2148373386178
187,0.000940413467727434,0.00057648262660144,8.9800002594672
188,0.000563894126797053,0.000376264945919943,7.17319617480523
189,0.00107830703915554,0.000659756095989043,10.6506337801294
190,0.000870746094245081,0.000544785379598319,7.36229225903399
191,0.000858674652802523,0.000430161355532739,8.37507830749048
192,0.000688903152250083,0.000538777649812207,6.11612526369004
193,0.000697173046991074,0.000459576914205317,6.85287906286756
194,0.000412144918431597,0.000348094259296913,5.32042831307461
195,0.000608681899184068,0.000363126740009992,6.29491976109651
196,0.000797566821414751,0.000523732820220582,8.50267497852429
197,0.000738420044656534,0.00042664288242385,8.37605153212055
198,0.000547761949316314,0.000318591568508008,5.36776969707351
199,0.000718273460734637,0.000508682624125015,8.18883753917311
200,0.000590666079971076,0.000446258973033022,6.19016949217228
