"arate.mean","arate.sd","arate.l","arate.u","arate.q5","arate.q95","aomega.mean","aomega.sd","aomega.l","aomega.u","aomega.q5","aomega.q95"
0.00051280683144931,6.59664391259517e-05,0.000390714111479549,0.000644808581444783,0.000411065332126023,0.000625658830762359,5.48790238414594,0.945446766202999,3.7791287480092,7.4279247083408,4.09920844116656,7.21438911568782
0.000474468179019774,5.61836294742924e-05,0.000372031166251204,0.00059329271058276,0.000386444730628111,0.000573326681142189,5.40295550838008,0.947440390500468,3.63018917976922,7.24573285745613,3.99208982833917,7.08801324429879
0.000470550504393319,5.50516478294531e-05,0.000362422841894037,0.00057801076353431,0.000385957885303029,0.000566630139854872,4.39876767107759,0.781948838489449,2.90130767493065,5.91411859268093,3.23953756903882,5.78700940633555
0.000475737348124211,5.75469550767838e-05,0.000369102149260746,0.000592288684511672,0.00038571279684631,0.000576039940393049,5.41229978596006,0.961593902915543,3.63627391425053,7.27190749160624,3.99658332873455,7.10706634918314
0.000411980520737718,5.72650169828275e-05,0.000312996688834844,0.000533352476196747,0.00033071284821151,0.000514335589198657,4.94394127555124,0.939527793095273,3.26387831738072,6.79560669610923,3.59088121795641,6.62911684623474
0.000509465293747843,6.14314843822487e-05,0.000383872876775671,0.000624142024966306,0.000410789048482348,0.000609263604873133,7.37433578608379,1.12609901123281,5.35661057791504,9.69492207125307,5.72446555074929,9.41789510198019
0.000463579613811828,6.16480660352408e-05,0.000350838864990154,0.00058981264926576,0.00037030198706387,0.000573103243086811,5.31324419833636,0.972705277644158,3.55467739829781,7.25496232425101,3.89703602467496,7.08508918703749
0.000443798952631186,6.01057211504531e-05,0.000332553419541165,0.000561791031119966,0.000352224350003425,0.000547098471732129,6.18681591943642,1.04433875849495,4.27958851492725,8.22612852706988,4.67482306908319,8.04540887778661
0.00039459631690678,5.37350468634896e-05,0.000290890729169457,0.000497049350944206,0.000310065586723425,0.000485244935916141,7.15809080224752,1.26811353206506,4.9765324040178,9.84513218155009,5.30940088618832,9.44630364087827
0.000522197881444364,6.03071088019891e-05,0.000414821764125192,0.000644278557881783,0.000429012452161755,0.000621871894129068,7.31639685537381,1.13410471159851,5.31307450948177,9.70551893476737,5.61588985142831,9.34920399953263
0.000398965847906623,5.94736288728765e-05,0.0002908977526627,0.000516332156976719,0.000306148111913615,0.00049986682889146,7.00980226130364,1.27846665078828,4.73175637538886,9.58238453042034,5.21454363378257,9.37943159936976
0.000502968636209481,6.11960852258863e-05,0.000388246548704463,0.000625968374829633,0.000406927390259506,0.000610454248903499,6.06469179105346,1.04578012104729,4.18002481190194,8.15197833166253,4.50804007456241,7.92623731982087
0.00037946912345955,6.41021089276873e-05,0.000264346745785977,0.00050813804005334,0.000281635670744221,0.000489761339368599,7.52633567868189,1.46636955915657,4.85374707333607,10.3858867862437,5.38376805142104,10.162520314491
0.000399730032687928,5.85417733941311e-05,0.000282128009593727,0.000512156729895318,0.000307060413975883,0.000501200546508868,7.2148373386178,1.25589662482836,4.97070801840484,9.73610109204794,5.40435622105615,9.46379087344007
0.00057648262660144,7.77633166190251e-05,0.000436650815044158,0.000731321839147974,0.000456847920673628,0.000709646724873076,8.9800002594672,1.50322276794572,6.19014581461369,11.9813015854999,6.75080436555604,11.6534737863014
0.000376264945919943,5.80262256318434e-05,0.000276851694757405,0.000499409436928828,0.000288476601174356,0.000475236871590138,7.17319617480523,1.28159231449288,5.09617261888571,9.8565094122561,5.38824926522497,9.524776072016
0.000659756095989043,8.13160783673766e-05,0.000498330412442311,0.000814252957878722,0.000530056459064765,0.000798172679473294,10.6506337801294,1.61221505594776,7.64808012079175,13.7311091944467,8.17725198343951,13.4458933394677
0.000544785379598319,7.6242070809339e-05,0.000409494286633019,0.000698932470282465,0.000433402948465414,0.000682186058350872,7.36229225903399,1.23452119131016,5.08920427719485,9.83631327170193,5.54758731080183,9.55107184341482
0.000430161355532739,6.26358862844134e-05,0.000318903099469883,0.000558119161852179,0.000337972627187121,0.000544706256917344,8.37507830749048,1.27743377148278,6.01627762229971,10.9197237944464,6.53256943565923,10.7043134388383
0.000538777649812207,7.07329753796467e-05,0.000408548866256816,0.000679165379103964,0.000432176869327152,0.00065891264895408,6.11612526369004,1.0767339494768,4.17582767373148,8.26210434968164,4.54804176182569,8.07514648838294
0.000459576914205317,5.9159494361936e-05,0.000346768533543356,0.000586843062636017,0.000364287530156587,0.000559219992745326,6.85287906286756,1.10963288744645,4.8243571733699,9.08894935404171,5.21174141598138,8.81069454694786
0.000348094259296913,4.54752917402649e-05,0.000265831832638027,0.000440677704210279,0.000280153465751628,0.000426990827250336,5.32042831307461,0.971581115740554,3.4862703184466,7.18709072846596,3.90267450553975,7.03059357506163
0.000363126740009992,5.36470521087809e-05,0.000264757861300325,0.000471282926580515,0.000280788524687317,0.00045563522934168,6.29491976109651,1.14697889061303,4.13844696915778,8.50957539271267,4.59350885689726,8.32609826841276
0.000523732820220582,6.96608732712728e-05,0.000381792927405582,0.00065320397118906,0.00041251358350435,0.000641598730827314,8.50267497852429,1.42779864880886,5.93950060185902,11.3625569812703,6.3671822614905,11.0460338682084
0.00042664288242385,6.55330553562902e-05,0.000298281198346862,0.000554852793228296,0.000321501041217087,0.000537602471996289,8.37605153212055,1.62144613025494,5.5212351528372,11.5868905555661,5.98231320040894,11.2324156255074
0.000318591568508008,4.63863563320002e-05,0.000230553055158955,0.000409398091699685,0.00024574490998852,0.000398303019906229,5.36776969707351,1.00559128617883,3.54108179986552,7.37088628310418,3.90447734063834,7.17896550896246
0.000508682624125015,6.14169775966551e-05,0.000398045074445596,0.000633878683876829,0.000416691497120448,0.000617003940516574,8.18883753917311,1.35143824139205,5.6081664982487,10.8178593685148,6.1160628586329,10.5548760590078
0.000446258973033022,6.14086179326325e-05,0.000328219984164657,0.000567561463942654,0.000352307991520494,0.000552975192772488,6.19016949217228,1.1412430391118,4.0208493615293,8.43821025766034,4.46623728998632,8.22177062758384
